invoice_id,po_id,vendor_id,invoice_date,due_date,amount,currency,status,payment_terms_days,paid_date
INV-000270,PO-00336,VEND-00179,2025-10-21,2025-12-05,52000,USD,Overdue,45,
INV-000271,PO-00337,VEND-00115,2024-05-24,2024-06-23,44500,USD,Paid,30,2024-06-15
INV-000272,PO-00338,VEND-00006,2024-06-04,2024-07-04,19500,USD,Paid,30,2024-07-01
INV-000273,PO-00339,VEND-00162,2023-04-24,2023-05-24,2300,USD,Paid,30,2023-05-20
INV-000274,PO-00340,VEND-00083,2025-03-25,2025-04-24,28000,USD,Paid,30,2025-04-14
INV-000275,PO-00342,VEND-00186,2025-06-25,2025-08-24,630.0,USD,Paid,60,2025-08-22
INV-000276,PO-00343,VEND-00074,2023-05-28,2023-06-27,9500,USD,Paid,30,2023-06-22
INV-000277,PO-00344,VEND-00168,2024-04-07,2024-05-22,2500,USD,Overdue,45,
INV-000278,PO-00346,VEND-00045,2026-03-02,2026-05-01,2800,USD,Pending,60,
INV-000279,PO-00347,VEND-00190,2024-12-22,2025-02-05,34500,USD,Overdue,45,
INV-000280,PO-00349,VEND-00050,2023-12-19,2024-02-02,117000,USD,Paid,45,2024-01-24
INV-000281,PO-00350,VEND-00168,2025-06-15,2025-07-30,3000,USD,Overdue,45,
INV-000282,PO-00351,VEND-00036,2024-08-20,2024-10-04,6100,USD,Paid,45,2024-09-27
INV-000283,PO-00352,VEND-00038,2024-06-27,2024-08-11,6600,USD,Overdue,45,
INV-000284,PO-00353,VEND-00115,2023-12-23,2024-02-06,3700,USD,Paid,45,2024-01-27
INV-000285,PO-00354,VEND-00119,2023-02-16,2023-03-18,18500,USD,Paid,30,2023-03-12
INV-000286,PO-00355,VEND-00050,2026-02-08,2026-03-25,22000,USD,Paid,45,2026-03-24
INV-000287,PO-00357,VEND-00035,2025-07-24,2025-09-22,4900,USD,Paid,60,2025-09-14
INV-000288,PO-00358,VEND-00104,2023-02-21,2023-03-23,143000,USD,Paid,30,2023-03-18
INV-000289,PO-00359,VEND-00124,2026-02-02,2026-04-03,33500,USD,Paid,60,2026-04-01
INV-000290,PO-00360,VEND-00160,2025-05-06,2025-06-05,42500,USD,Disputed,30,
INV-000291,PO-00361,VEND-00158,2024-04-23,2024-05-23,2100.0,USD,Paid,30,2024-05-16
INV-000292,PO-00362,VEND-00095,2023-03-06,2023-05-05,20300.0,USD,Paid,60,2023-04-25
INV-000293,PO-00363,VEND-00045,2026-01-22,2026-03-23,3300,USD,Paid,60,2026-03-17
INV-000294,PO-00364,VEND-00144,2024-08-12,2024-09-26,1140.0,USD,Paid,45,2024-09-26
INV-000295,PO-00365,VEND-00047,2025-09-05,2025-10-20,70000,USD,Paid,45,2025-10-14
INV-000296,PO-00366,VEND-00058,2023-06-20,2023-08-04,22000,USD,Paid,45,2023-08-02
INV-000297,PO-00368,VEND-00031,2023-12-25,2024-01-24,500,USD,Paid,30,2024-01-12
INV-000298,PO-00369,VEND-00113,2025-06-14,2025-07-29,181000,USD,Paid,45,2025-07-26
INV-000299,PO-00370,VEND-00151,2025-09-01,2025-10-01,24500,USD,Paid,30,2025-09-27
INV-000300,PO-00371,VEND-00100,2025-11-29,2026-01-28,1600,USD,Paid,60,2026-01-18
INV-000301,PO-00372,VEND-00015,2026-02-22,2026-03-24,7900,USD,Paid,30,2026-03-17
INV-000302,PO-00374,VEND-00063,2025-06-10,2025-07-10,144000,USD,Paid,30,2025-07-02
INV-000303,PO-00375,VEND-00125,2023-12-04,2024-02-02,190000,USD,Paid,60,2024-01-22
INV-000304,PO-00376,VEND-00079,2024-06-01,2024-07-01,26000,USD,Paid,30,2024-06-25
INV-000305,PO-00377,VEND-00132,2024-04-24,2024-06-08,1230.0,USD,Paid,45,2024-06-06
INV-000306,PO-00378,VEND-00042,2024-08-31,2024-09-30,18000,USD,Paid,30,2024-09-19
INV-000307,PO-00379,VEND-00041,2025-12-11,2026-01-25,4300,USD,Paid,45,2026-01-16
INV-000308,PO-00382,VEND-00049,2023-09-07,2023-10-22,49000,USD,Paid,45,2023-10-12
INV-000309,PO-00383,VEND-00081,2023-09-17,2023-10-17,3900,USD,Paid,30,2023-10-13
INV-000310,PO-00384,VEND-00029,2023-03-11,2023-04-10,191000,USD,Disputed,30,
INV-000311,PO-00385,VEND-00115,2023-02-15,2023-04-01,8700.0,USD,Paid,45,2023-03-29
INV-000312,PO-00386,VEND-00067,2026-04-16,2026-06-15,5600,USD,Pending,60,
INV-000313,PO-00389,VEND-00095,2026-01-29,2026-03-30,1900,USD,Paid,60,2026-03-21
INV-000314,PO-00391,VEND-00002,2024-08-14,2024-09-13,6600,USD,Overdue,30,
INV-000315,PO-00392,VEND-00084,2024-06-12,2024-08-11,3700,USD,Paid,60,2024-08-07
INV-000316,PO-00393,VEND-00084,2023-04-06,2023-05-21,3100,USD,Overdue,45,
INV-000317,PO-00394,VEND-00016,2025-02-19,2025-03-21,600,USD,Overdue,30,
INV-000318,PO-00395,VEND-00056,2024-12-03,2025-01-02,43500.0,USD,Paid,30,2024-12-29
INV-000319,PO-00398,VEND-00040,2025-08-21,2025-09-20,26000,USD,Paid,30,2025-09-13
INV-000320,PO-00399,VEND-00139,2024-11-01,2024-12-31,3900,USD,Paid,60,2024-12-25
INV-000321,PO-00401,VEND-00185,2024-08-24,2024-10-08,1300,USD,Overdue,45,
INV-000322,PO-00402,VEND-00100,2025-08-26,2025-10-25,6700,USD,Paid,60,2025-10-23
INV-000323,PO-00404,VEND-00003,2024-08-19,2024-10-03,43000,USD,Paid,45,2024-10-02
INV-000324,PO-00405,VEND-00071,2023-10-01,2023-11-15,3200,USD,Disputed,45,
INV-000325,PO-00406,VEND-00026,2025-06-02,2025-07-17,800,USD,Disputed,45,
INV-000326,PO-00407,VEND-00198,2025-03-24,2025-05-23,2300,USD,Overdue,60,
INV-000327,PO-00408,VEND-00129,2024-05-03,2024-06-02,39500,USD,Paid,30,2024-06-01
INV-000328,PO-00410,VEND-00096,2025-11-08,2025-12-23,2040.0,USD,Paid,45,2025-12-20
INV-000329,PO-00411,VEND-00077,2025-06-23,2025-08-07,500,USD,Paid,45,2025-07-31
INV-000330,PO-00412,VEND-00174,2024-07-14,2024-08-13,5300,USD,Paid,30,2024-08-02
INV-000331,PO-00413,VEND-00102,2023-07-29,2023-08-28,30500,USD,Overdue,30,
INV-000332,PO-00414,VEND-00049,2025-12-05,2026-01-19,98000,USD,Paid,45,2026-01-19
INV-000333,PO-00415,VEND-00037,2023-09-10,2023-10-25,1500,USD,Paid,45,2023-10-22
INV-000334,PO-00418,VEND-00069,2023-09-05,2023-10-05,87000,USD,Paid,30,2023-10-01
INV-000335,PO-00419,VEND-00108,2025-12-26,2026-02-24,45500,USD,Paid,60,2026-02-13
INV-000336,PO-00420,VEND-00142,2025-02-13,2025-03-15,1300,USD,Paid,30,2025-03-07
INV-000337,PO-00421,VEND-00075,2026-03-09,2026-05-08,206000,USD,Pending,60,
INV-000338,PO-00423,VEND-00183,2023-12-16,2024-01-15,3000,USD,Paid,30,2024-01-03
INV-000339,PO-00425,VEND-00160,2023-05-11,2023-06-10,1800,USD,Paid,30,2023-06-06
INV-000340,PO-00426,VEND-00010,2025-03-30,2025-05-29,3600,USD,Paid,60,2025-05-20
INV-000341,PO-00427,VEND-00099,2025-06-25,2025-08-09,10500,USD,Paid,45,2025-07-28
INV-000342,PO-00428,VEND-00192,2025-10-31,2025-11-30,217000,USD,Paid,30,2025-11-26
INV-000343,PO-00429,VEND-00088,2023-02-16,2023-03-18,36500,USD,Paid,30,2023-03-11
INV-000344,PO-00430,VEND-00189,2023-11-14,2023-12-14,7600,USD,Paid,30,2023-12-13
INV-000345,PO-00432,VEND-00161,2025-02-09,2025-04-10,30500,USD,Paid,60,2025-03-30
INV-000346,PO-00433,VEND-00127,2024-11-03,2025-01-02,2100,USD,Paid,60,2024-12-26
INV-000347,PO-00434,VEND-00112,2024-03-27,2024-05-26,30500,USD,Paid,60,2024-05-20
INV-000348,PO-00435,VEND-00025,2025-08-04,2025-09-03,27500,USD,Paid,30,2025-08-23
INV-000349,PO-00437,VEND-00177,2026-02-18,2026-04-04,210.0,USD,Disputed,45,
INV-000350,PO-00438,VEND-00052,2024-11-06,2025-01-05,4600,USD,Overdue,60,
INV-000351,PO-00439,VEND-00078,2024-05-30,2024-06-29,6000,USD,Paid,30,2024-06-25
INV-000352,PO-00441,VEND-00195,2026-01-19,2026-03-20,2500,USD,Paid,60,2026-03-14
INV-000353,PO-00442,VEND-00075,2026-01-17,2026-03-18,84000.0,USD,Paid,60,2026-03-06
INV-000354,PO-00443,VEND-00069,2023-10-25,2023-11-24,2450.0,USD,Paid,30,2023-11-15
INV-000355,PO-00444,VEND-00140,2026-04-10,2026-06-09,2800,USD,Paid,60,2026-05-28
INV-000356,PO-00445,VEND-00061,2026-04-19,2026-06-18,5900,USD,Pending,60,
INV-000357,PO-00446,VEND-00087,2024-10-12,2024-11-26,2800.0,USD,Paid,45,2024-11-24
INV-000358,PO-00447,VEND-00112,2024-05-09,2024-07-08,3600,USD,Paid,60,2024-07-05
INV-000359,PO-00448,VEND-00002,2024-03-26,2024-05-10,33950.0,USD,Paid,45,2024-04-28
INV-000360,PO-00449,VEND-00105,2023-10-05,2023-11-04,31500,USD,Paid,30,2023-10-31
INV-000361,PO-00450,VEND-00069,2023-02-09,2023-03-11,6100,USD,Paid,30,2023-03-04
INV-000362,PO-00451,VEND-00069,2025-05-20,2025-06-19,7750.0,USD,Paid,30,2025-06-11
INV-000363,PO-00452,VEND-00074,2024-12-27,2025-01-26,3700,USD,Paid,30,2025-01-23
INV-000364,PO-00454,VEND-00013,2023-11-01,2023-12-01,7600,USD,Paid,30,2023-11-23
INV-000365,PO-00455,VEND-00143,2025-01-27,2025-03-13,27500,USD,Paid,45,2025-03-04
INV-000366,PO-00457,VEND-00090,2023-04-15,2023-06-14,7100,USD,Paid,60,2023-06-08
INV-000367,PO-00458,VEND-00039,2025-03-20,2025-05-19,28500,USD,Paid,60,2025-05-09
INV-000368,PO-00461,VEND-00103,2024-04-05,2024-05-20,18000,USD,Disputed,45,
INV-000369,PO-00462,VEND-00146,2026-03-18,2026-05-17,7300,USD,Pending,60,
INV-000370,PO-00465,VEND-00115,2023-02-28,2023-04-14,1260.0,USD,Overdue,45,
INV-000371,PO-00467,VEND-00159,2024-02-19,2024-03-20,3700,USD,Paid,30,2024-03-15
INV-000372,PO-00468,VEND-00011,2023-01-25,2023-02-24,5900,USD,Paid,30,2023-02-24
INV-000373,PO-00469,VEND-00062,2024-07-29,2024-09-12,1700,USD,Paid,45,2024-09-02
INV-000374,PO-00470,VEND-00176,2024-05-25,2024-07-24,199000,USD,Paid,60,2024-07-23
INV-000375,PO-00474,VEND-00066,2026-04-20,2026-05-20,11500,USD,Paid,30,2026-05-11
INV-000376,PO-00475,VEND-00102,2023-07-21,2023-08-20,2300,USD,Overdue,30,
INV-000377,PO-00476,VEND-00074,2023-09-26,2023-10-26,10500.0,USD,Overdue,30,
INV-000378,PO-00477,VEND-00172,2024-05-25,2024-07-09,5460.0,USD,Paid,45,2024-07-02
INV-000379,PO-00479,VEND-00167,2023-11-02,2024-01-01,4200,USD,Paid,60,2023-12-22
INV-000380,PO-00481,VEND-00023,2023-01-16,2023-03-02,57000.0,USD,Paid,45,2023-02-25
INV-000381,PO-00482,VEND-00052,2026-02-17,2026-04-18,111000,USD,Paid,60,2026-04-15
INV-000382,PO-00483,VEND-00091,2025-11-08,2026-01-07,14000,USD,Disputed,60,
INV-000383,PO-00484,VEND-00076,2025-10-05,2025-12-04,8000,USD,Paid,60,2025-12-04
INV-000384,PO-00486,VEND-00029,2024-05-06,2024-06-05,45000,USD,Paid,30,2024-05-25
INV-000385,PO-00489,VEND-00012,2026-01-02,2026-02-01,9450.0,USD,Paid,30,2026-01-30
INV-000386,PO-00491,VEND-00089,2023-03-29,2023-05-13,2800,USD,Paid,45,2023-05-03
INV-000387,PO-00493,VEND-00180,2023-07-31,2023-09-29,42500,USD,Overdue,60,
INV-000388,PO-00494,VEND-00121,2024-04-17,2024-06-16,7100,USD,Paid,60,2024-06-14
INV-000389,PO-00495,VEND-00193,2025-11-23,2025-12-23,38000,USD,Paid,30,2025-12-11
INV-000390,PO-00497,VEND-00008,2025-08-16,2025-09-30,6300,USD,Paid,45,2025-09-21
INV-000391,PO-00499,VEND-00091,2025-10-12,2025-12-11,700,USD,Paid,60,2025-12-08
INV-000392,PO-00502,VEND-00155,2023-08-23,2023-10-07,500,USD,Paid,45,2023-10-06
INV-000393,PO-00503,VEND-00087,2023-02-12,2023-03-29,33500,USD,Paid,45,2023-03-27
INV-000394,PO-00504,VEND-00145,2023-12-03,2024-02-01,21000,USD,Paid,60,2024-01-26
INV-000395,PO-00505,VEND-00072,2023-01-11,2023-02-10,18750.0,USD,Paid,30,2023-02-09
INV-000396,PO-00506,VEND-00084,2023-09-14,2023-11-13,2520.0,USD,Paid,60,2023-11-04
INV-000397,PO-00507,VEND-00072,2026-04-17,2026-05-17,1900,USD,Pending,30,
INV-000398,PO-00509,VEND-00192,2024-12-30,2025-01-29,34300.0,USD,Disputed,30,
INV-000399,PO-00510,VEND-00151,2025-07-24,2025-08-23,1200,USD,Paid,30,2025-08-16
INV-000400,PO-00511,VEND-00192,2024-05-14,2024-06-13,10650.0,USD,Paid,30,2024-06-11
INV-000401,PO-00512,VEND-00172,2025-08-08,2025-09-22,10000,USD,Overdue,45,
INV-000402,PO-00513,VEND-00129,2025-07-22,2025-08-21,1500,USD,Paid,30,2025-08-21
INV-000403,PO-00514,VEND-00020,2025-12-18,2026-02-16,144000,USD,Paid,60,2026-02-09
INV-000404,PO-00516,VEND-00163,2023-10-22,2023-12-06,10250.0,USD,Paid,45,2023-12-03
INV-000405,PO-00517,VEND-00137,2025-10-13,2025-11-27,46000,USD,Overdue,45,
INV-000406,PO-00518,VEND-00132,2024-11-27,2025-01-11,7600,USD,Paid,45,2025-01-07
INV-000407,PO-00519,VEND-00171,2024-03-17,2024-05-16,3300,USD,Paid,60,2024-05-13
INV-000408,PO-00520,VEND-00151,2025-05-17,2025-06-16,23000,USD,Overdue,30,
INV-000409,PO-00521,VEND-00169,2023-12-14,2024-01-28,5700,USD,Paid,45,2024-01-27
INV-000410,PO-00522,VEND-00099,2024-12-09,2025-01-23,21000,USD,Paid,45,2025-01-12
INV-000411,PO-00524,VEND-00194,2026-03-14,2026-04-28,44000,USD,Pending,45,
INV-000412,PO-00527,VEND-00034,2025-11-15,2025-12-15,163000,USD,Overdue,30,
INV-000413,PO-00528,VEND-00049,2023-07-19,2023-09-02,180.0,USD,Paid,45,2023-08-28
INV-000414,PO-00529,VEND-00082,2025-01-31,2025-03-17,1100,USD,Paid,45,2025-03-12
INV-000415,PO-00531,VEND-00136,2023-04-13,2023-06-12,15500,USD,Overdue,60,
INV-000416,PO-00532,VEND-00130,2024-08-12,2024-09-11,5100,USD,Disputed,30,
INV-000417,PO-00533,VEND-00200,2025-03-05,2025-04-04,4400,USD,Paid,30,2025-03-26
INV-000418,PO-00534,VEND-00162,2023-08-17,2023-09-16,8500,USD,Paid,30,2023-09-16
INV-000419,PO-00535,VEND-00173,2023-02-20,2023-04-06,13500,USD,Overdue,45,
INV-000420,PO-00536,VEND-00066,2023-06-01,2023-07-01,490000,USD,Paid,30,2023-06-20
INV-000421,PO-00537,VEND-00009,2026-01-26,2026-03-27,5250.0,USD,Disputed,60,
INV-000422,PO-00538,VEND-00183,2025-11-03,2025-12-03,3700,USD,Paid,30,2025-12-01
INV-000423,PO-00541,VEND-00158,2023-06-03,2023-07-03,600,USD,Paid,30,2023-06-28
INV-000424,PO-00542,VEND-00158,2023-05-23,2023-06-22,13000,USD,Paid,30,2023-06-11
INV-000425,PO-00543,VEND-00042,2023-07-19,2023-09-17,33500,USD,Paid,60,2023-09-07
INV-000426,PO-00544,VEND-00170,2024-05-21,2024-06-20,6700,USD,Paid,30,2024-06-08
INV-000427,PO-00545,VEND-00199,2026-04-14,2026-05-14,36500,USD,Paid,30,2026-05-10
INV-000428,PO-00546,VEND-00197,2025-12-10,2026-02-08,145000,USD,Paid,60,2026-01-29
INV-000429,PO-00547,VEND-00009,2023-12-27,2024-02-25,29000,USD,Overdue,60,
INV-000430,PO-00550,VEND-00021,2024-09-09,2024-11-08,3700,USD,Paid,60,2024-11-02
INV-000431,PO-00551,VEND-00080,2026-03-17,2026-05-16,30000,USD,Pending,60,
INV-000432,PO-00552,VEND-00041,2025-07-27,2025-09-10,6400,USD,Paid,45,2025-09-02
INV-000433,PO-00553,VEND-00153,2023-02-04,2023-03-06,7500,USD,Paid,30,2023-03-04
INV-000434,PO-00554,VEND-00126,2023-12-27,2024-02-25,195000,USD,Paid,60,2024-02-14
INV-000435,PO-00555,VEND-00111,2025-11-08,2025-12-23,32900.0,USD,Paid,45,2025-12-21
INV-000436,PO-00556,VEND-00116,2023-06-07,2023-07-22,5700,USD,Paid,45,2023-07-15
INV-000437,PO-00558,VEND-00020,2025-05-10,2025-07-09,9300.0,USD,Paid,60,2025-06-29
INV-000438,PO-00560,VEND-00178,2025-05-20,2025-07-04,43800.0,USD,Overdue,45,
INV-000439,PO-00561,VEND-00176,2023-07-09,2023-08-23,650.0,USD,Paid,45,2023-08-19
INV-000440,PO-00562,VEND-00090,2024-01-21,2024-03-21,5500,USD,Paid,60,2024-03-18
INV-000441,PO-00563,VEND-00142,2023-05-08,2023-06-22,18500,USD,Paid,45,2023-06-22
INV-000442,PO-00567,VEND-00144,2024-11-20,2025-01-04,48500,USD,Paid,45,2024-12-25
INV-000443,PO-00568,VEND-00027,2023-08-29,2023-10-28,38000,USD,Paid,60,2023-10-20
INV-000444,PO-00569,VEND-00091,2024-09-23,2024-11-22,2300,USD,Disputed,60,
INV-000445,PO-00570,VEND-00089,2024-05-29,2024-07-28,249000,USD,Paid,60,2024-07-21
INV-000446,PO-00571,VEND-00026,2023-10-05,2023-11-19,46500,USD,Paid,45,2023-11-10
INV-000447,PO-00572,VEND-00006,2024-04-19,2024-05-19,3100,USD,Paid,30,2024-05-09
INV-000448,PO-00573,VEND-00044,2024-06-10,2024-07-25,1600,USD,Paid,45,2024-07-20
INV-000449,PO-00574,VEND-00194,2024-10-08,2024-12-07,1500.0,USD,Paid,60,2024-11-27
INV-000450,PO-00575,VEND-00070,2025-11-23,2025-12-23,1500,USD,Paid,30,2025-12-12
INV-000451,PO-00576,VEND-00159,2024-05-22,2024-06-21,7050.0,USD,Paid,30,2024-06-09
INV-000452,PO-00577,VEND-00155,2024-02-12,2024-03-28,11000,USD,Paid,45,2024-03-21
INV-000453,PO-00580,VEND-00153,2024-06-23,2024-07-23,4000,USD,Paid,30,2024-07-18
INV-000454,PO-00581,VEND-00069,2025-03-09,2025-04-08,5300,USD,Paid,30,2025-03-28
INV-000455,PO-00582,VEND-00015,2024-01-04,2024-03-04,8500,USD,Paid,60,2024-02-25
INV-000456,PO-00584,VEND-00193,2026-03-26,2026-04-25,2000,USD,Pending,30,
INV-000457,PO-00585,VEND-00140,2023-10-07,2023-12-06,7000,USD,Paid,60,2023-12-05
INV-000458,PO-00586,VEND-00167,2023-12-01,2024-01-30,7800,USD,Paid,60,2024-01-18
INV-000459,PO-00587,VEND-00105,2025-01-08,2025-02-07,40500,USD,Overdue,30,
INV-000460,PO-00588,VEND-00127,2023-02-15,2023-04-16,5800,USD,Paid,60,2023-04-15
INV-000461,PO-00589,VEND-00136,2024-05-15,2024-07-14,20500,USD,Paid,60,2024-07-06
INV-000462,PO-00590,VEND-00021,2023-10-19,2023-12-18,7800,USD,Paid,60,2023-12-07
INV-000463,PO-00591,VEND-00048,2023-09-02,2023-10-17,7900,USD,Paid,45,2023-10-05
INV-000464,PO-00593,VEND-00129,2026-04-13,2026-05-13,1830.0,USD,Paid,30,2026-05-08
INV-000465,PO-00594,VEND-00192,2024-01-12,2024-02-11,5400.0,USD,Paid,30,2024-02-01
INV-000466,PO-00595,VEND-00001,2023-04-30,2023-06-29,16000,USD,Paid,60,2023-06-18
INV-000467,PO-00596,VEND-00137,2024-10-07,2024-11-21,45500,USD,Paid,45,2024-11-10
INV-000468,PO-00597,VEND-00001,2023-03-22,2023-05-21,900,USD,Paid,60,2023-05-19
INV-000469,PO-00598,VEND-00079,2023-05-25,2023-06-24,11000,USD,Paid,30,2023-06-24
INV-000470,PO-00599,VEND-00174,2026-03-26,2026-04-25,27000,USD,Paid,30,2026-04-25
INV-000471,PO-00600,VEND-00129,2024-06-01,2024-07-01,44000,USD,Overdue,30,
INV-000472,PO-00601,VEND-00011,2023-12-06,2024-01-05,2150.0,USD,Paid,30,2024-01-02
INV-000473,PO-00603,VEND-00198,2023-04-14,2023-06-13,5900,USD,Paid,60,2023-06-03
INV-000474,PO-00605,VEND-00172,2024-04-22,2024-06-06,2850.0,USD,Paid,45,2024-06-01
INV-000475,PO-00607,VEND-00131,2025-08-09,2025-09-23,1700,USD,Paid,45,2025-09-21
INV-000476,PO-00608,VEND-00007,2026-04-04,2026-05-04,145000,USD,Pending,30,
INV-000477,PO-00609,VEND-00046,2024-02-19,2024-03-20,5400,USD,Paid,30,2024-03-16
INV-000478,PO-00610,VEND-00120,2025-10-18,2025-11-17,123000,USD,Disputed,30,
INV-000479,PO-00611,VEND-00132,2023-03-17,2023-05-01,14500,USD,Overdue,45,
INV-000480,PO-00612,VEND-00036,2023-08-04,2023-09-18,3100,USD,Paid,45,2023-09-13
INV-000481,PO-00613,VEND-00120,2023-09-20,2023-10-20,3300,USD,Paid,30,2023-10-19
INV-000482,PO-00614,VEND-00084,2024-02-05,2024-03-21,1140.0,USD,Paid,45,2024-03-19
INV-000483,PO-00615,VEND-00144,2025-08-06,2025-09-20,7700,USD,Paid,45,2025-09-16
INV-000484,PO-00616,VEND-00044,2024-08-08,2024-09-22,1980.0,USD,Overdue,45,
INV-000485,PO-00617,VEND-00163,2025-03-20,2025-05-04,5100,USD,Disputed,45,
INV-000486,PO-00618,VEND-00088,2023-08-31,2023-09-30,66000,USD,Overdue,30,
INV-000487,PO-00619,VEND-00084,2023-02-18,2023-04-04,45000,USD,Paid,45,2023-03-31
INV-000488,PO-00620,VEND-00059,2023-10-13,2023-11-12,4100,USD,Paid,30,2023-11-05
INV-000489,PO-00621,VEND-00095,2023-09-13,2023-11-12,6600,USD,Overdue,60,
INV-000490,PO-00622,VEND-00188,2023-06-08,2023-07-08,7700,USD,Paid,30,2023-07-07
INV-000491,PO-00623,VEND-00005,2023-01-21,2023-03-07,4900,USD,Disputed,45,
INV-000492,PO-00625,VEND-00095,2023-10-17,2023-12-16,3300.0,USD,Paid,60,2023-12-09
INV-000493,PO-00626,VEND-00104,2024-06-23,2024-07-23,237000,USD,Overdue,30,
INV-000494,PO-00627,VEND-00045,2026-01-01,2026-03-02,8050.0,USD,Paid,60,2026-02-28
INV-000495,PO-00628,VEND-00013,2025-07-29,2025-08-28,2700,USD,Paid,30,2025-08-22
INV-000496,PO-00631,VEND-00076,2026-01-21,2026-03-22,4600,USD,Paid,60,2026-03-14
INV-000497,PO-00632,VEND-00075,2024-07-18,2024-09-16,244000,USD,Paid,60,2024-09-15
INV-000498,PO-00633,VEND-00182,2024-07-04,2024-09-02,230000,USD,Paid,60,2024-08-28
INV-000499,PO-00634,VEND-00159,2024-10-21,2024-11-20,94000,USD,Paid,30,2024-11-15
INV-000500,PO-00635,VEND-00083,2024-10-26,2024-11-25,5800,USD,Paid,30,2024-11-25
INV-000501,PO-00637,VEND-00197,2024-04-17,2024-06-16,41000,USD,Paid,60,2024-06-15
INV-000502,PO-00638,VEND-00175,2023-06-25,2023-08-09,17500,USD,Paid,45,2023-07-30
INV-000503,PO-00639,VEND-00176,2026-04-15,2026-05-30,16500,USD,Paid,45,2026-05-24
INV-000504,PO-00640,VEND-00157,2025-03-17,2025-05-16,3400,USD,Paid,60,2025-05-13
INV-000505,PO-00641,VEND-00072,2024-01-04,2024-03-04,26500,USD,Overdue,60,
INV-000506,PO-00642,VEND-00085,2024-07-03,2024-09-01,61000,USD,Paid,60,2024-08-23
INV-000507,PO-00644,VEND-00066,2023-07-31,2023-08-30,860000,USD,Overdue,30,
INV-000508,PO-00645,VEND-00003,2023-04-01,2023-05-16,6000,USD,Paid,45,2023-05-10
INV-000509,PO-00646,VEND-00119,2023-12-09,2024-01-08,5300,USD,Disputed,30,
INV-000510,PO-00647,VEND-00106,2025-05-27,2025-06-26,7100,USD,Paid,30,2025-06-21
INV-000511,PO-00648,VEND-00091,2025-04-24,2025-06-23,2300,USD,Paid,60,2025-06-22
INV-000512,PO-00649,VEND-00064,2026-01-27,2026-03-28,4800,USD,Disputed,60,
INV-000513,PO-00650,VEND-00121,2023-03-04,2023-05-03,6200,USD,Disputed,60,
INV-000514,PO-00651,VEND-00186,2025-09-12,2025-11-11,4900,USD,Disputed,60,
INV-000515,PO-00652,VEND-00176,2024-08-13,2024-09-27,29000,USD,Paid,45,2024-09-21
INV-000516,PO-00653,VEND-00177,2026-02-05,2026-03-22,2600,USD,Paid,45,2026-03-22
INV-000517,PO-00654,VEND-00099,2025-09-22,2025-11-06,208000,USD,Paid,45,2025-10-25
INV-000518,PO-00655,VEND-00120,2024-08-05,2024-09-04,43500,USD,Paid,30,2024-08-30
INV-000519,PO-00656,VEND-00190,2024-12-10,2025-01-24,15500,USD,Paid,45,2025-01-20
INV-000520,PO-00657,VEND-00022,2024-07-20,2024-08-19,36500,USD,Paid,30,2024-08-11
INV-000521,PO-00658,VEND-00006,2024-07-16,2024-08-15,90000,USD,Paid,30,2024-08-06
INV-000522,PO-00659,VEND-00029,2023-03-12,2023-04-11,1900,USD,Paid,30,2023-04-09
INV-000523,PO-00660,VEND-00176,2023-06-22,2023-08-06,1650.0,USD,Disputed,45,
INV-000524,PO-00662,VEND-00010,2023-10-30,2023-12-29,7100,USD,Overdue,60,
INV-000525,PO-00663,VEND-00006,2023-01-24,2023-02-23,1020.0,USD,Paid,30,2023-02-20
INV-000526,PO-00664,VEND-00153,2025-08-27,2025-09-26,3300,USD,Paid,30,2025-09-19
INV-000527,PO-00666,VEND-00077,2023-05-02,2023-06-16,2500,USD,Paid,45,2023-06-06
INV-000528,PO-00667,VEND-00050,2024-04-29,2024-06-13,3600,USD,Paid,45,2024-06-11
INV-000529,PO-00669,VEND-00073,2024-08-30,2024-10-14,44500,USD,Paid,45,2024-10-03
INV-000530,PO-00670,VEND-00041,2026-01-18,2026-03-19,1500,USD,Overdue,60,
INV-000531,PO-00672,VEND-00176,2025-07-24,2025-09-07,21000,USD,Paid,45,2025-08-28
INV-000532,PO-00673,VEND-00066,2025-11-03,2025-12-03,6100,USD,Paid,30,2025-11-22
INV-000533,PO-00675,VEND-00157,2024-08-24,2024-10-23,3300,USD,Paid,60,2024-10-18
INV-000534,PO-00676,VEND-00137,2025-05-10,2025-06-24,2100.0,USD,Paid,45,2025-06-12
INV-000535,PO-00677,VEND-00065,2025-11-14,2026-01-13,10950.0,USD,Overdue,60,
INV-000536,PO-00678,VEND-00108,2025-07-04,2025-09-02,4500,USD,Paid,60,2025-08-25
INV-000537,PO-00679,VEND-00134,2025-06-28,2025-08-27,7400,USD,Paid,60,2025-08-24
INV-000538,PO-00683,VEND-00015,2025-10-30,2025-12-29,1200,USD,Disputed,60,
INV-000539,PO-00684,VEND-00070,2023-09-28,2023-10-28,165200.0,USD,Paid,30,2023-10-18
INV-000540,PO-00685,VEND-00099,2025-04-30,2025-06-14,2200,USD,Disputed,45,
INV-000541,PO-00689,VEND-00080,2023-09-29,2023-11-28,12500,USD,Paid,60,2023-11-27
INV-000542,PO-00690,VEND-00056,2026-04-20,2026-05-20,5300,USD,Pending,30,
